timestamp,container_name,cpu_percent,mem_usage_mb,mem_limit_mb,mem_percent,pids
2026-08-14T19:38:50Z,robot-shop-dispatch-1,0.02,10.03,15882.70,0.06,13
2026-08-14T19:38:50Z,robot-shop-shipping-1,0.07,548.64,15882.70,3.45,58
2026-08-14T19:38:50Z,robot-shop-ratings-1,0.0,43.18,15882.70,0.27,7
2026-08-14T19:38:50Z,robot-shop-catalogue-1,0.01,46.87,15882.70,0.3,11
2026-08-14T19:38:50Z,robot-shop-redis-1,0.07,3.35,15882.70,0.02,5
2026-08-14T19:38:50Z,robot-shop-rabbitmq-1,0.13,147.75,15882.70,0.93,77
2026-08-14T19:38:50Z,robot-shop-mysql-1,0.03,210.79,15882.70,1.33,38
2026-08-14T19:38:50Z,robot-shop-mongodb-1,0.26,64.82,15882.70,0.41,35
2026-08-14T19:38:50Z,ids,0.11,118.05,15882.70,0.74,20
2026-08-14T19:38:50Z,ddos,0.0,8.55,15882.70,0.05,3
2026-08-14T19:38:50Z,flash,0.0,7.51,15882.70,0.05,3
2026-08-14T19:38:50Z,shop_db,0.0,31.94,15882.70,0.2,6
2026-08-14T19:38:50Z,router,0.0,2.49,15882.70,0.02,2
2026-08-14T19:38:58Z,monitor,0.02,19.41,15882.70,0.12,21
2026-08-14T19:38:58Z,robot-shop-web-1,0.0,38.77,15882.70,0.24,30
2026-08-14T19:38:58Z,robot-shop-cart-1,0.01,34.08,15882.70,0.21,11
2026-08-14T19:38:58Z,robot-shop-user-1,0.01,34.40,15882.70,0.22,11
2026-08-14T19:38:58Z,robot-shop-payment-1,0.0,48.50,15882.70,0.31,3
2026-08-14T19:38:58Z,robot-shop-dispatch-1,0.02,9.79,15882.70,0.06,13
2026-08-14T19:38:58Z,robot-shop-shipping-1,0.11,548.52,15882.70,3.45,58
2026-08-14T19:38:58Z,robot-shop-ratings-1,0.0,44.17,15882.70,0.28,7
2026-08-14T19:38:58Z,robot-shop-catalogue-1,0.01,46.93,15882.70,0.3,11
2026-08-14T19:38:58Z,robot-shop-redis-1,0.08,3.36,15882.70,0.02,5
2026-08-14T19:38:58Z,robot-shop-rabbitmq-1,0.16,147.12,15882.70,0.93,77
2026-08-14T19:38:58Z,robot-shop-mysql-1,0.04,210.55,15882.70,1.33,38
2026-08-14T19:38:58Z,robot-shop-mongodb-1,0.21,64.65,15882.70,0.41,35
2026-08-14T19:38:58Z,ids,0.13,118.05,15882.70,0.74,20
2026-08-14T19:38:58Z,ddos,0.0,8.55,15882.70,0.05,3
2026-08-14T19:38:58Z,flash,0.0,7.51,15882.70,0.05,3
2026-08-14T19:38:58Z,shop_db,0.0,31.94,15882.70,0.2,6
2026-08-14T19:38:58Z,router,0.0,2.49,15882.70,0.02,2
2026-08-14T20:07:22Z,monitor,0.15,19.10,15882.70,0.12,21
2026-08-14T20:07:22Z,robot-shop-web-1,0.0,38.52,15882.70,0.24,30
2026-08-14T20:07:22Z,robot-shop-cart-1,0.01,33.96,15882.70,0.21,11
2026-08-14T20:07:22Z,robot-shop-user-1,0.01,33.45,15882.70,0.21,11
2026-08-14T20:07:22Z,robot-shop-payment-1,0.0,46.61,15882.70,0.29,3
2026-08-14T20:07:22Z,robot-shop-dispatch-1,0.03,10.17,15882.70,0.06,13
2026-08-14T20:07:22Z,robot-shop-shipping-1,0.07,556.28,15882.70,3.5,58
2026-08-14T20:07:22Z,robot-shop-ratings-1,0.0,43.62,15882.70,0.27,7
2026-08-14T20:07:22Z,robot-shop-catalogue-1,0.01,47.89,15882.70,0.3,11
2026-08-14T20:07:22Z,robot-shop-redis-1,0.09,3.84,15882.70,0.02,5
2026-08-14T20:07:22Z,robot-shop-rabbitmq-1,0.67,147.76,15882.70,0.93,77
2026-08-14T20:07:22Z,robot-shop-mysql-1,0.04,211.03,15882.70,1.33,38
2026-08-14T20:07:22Z,robot-shop-mongodb-1,0.31,66.01,15882.70,0.42,35
2026-08-14T20:07:22Z,ids,0.15,118.67,15882.70,0.75,20
2026-08-14T20:07:22Z,ddos,0.01,8.55,15882.70,0.05,3
2026-08-14T20:07:22Z,flash,0.0,7.51,15882.70,0.05,3
2026-08-14T20:07:22Z,shop_db,0.0,32.19,15882.70,0.2,6
2026-08-14T20:07:22Z,router,0.0,2.49,15882.70,0.02,2
2026-08-14T20:07:29Z,monitor,0.1,19.63,15882.70,0.12,21
2026-08-14T20:07:29Z,robot-shop-web-1,0.0,37.89,15882.70,0.24,30
2026-08-14T20:07:29Z,robot-shop-cart-1,0.02,33.88,15882.70,0.21,11
2026-08-14T20:07:29Z,robot-shop-user-1,0.13,34.57,15882.70,0.22,11
2026-08-14T20:07:29Z,robot-shop-payment-1,0.0,47.41,15882.70,0.3,3
2026-08-14T20:07:29Z,robot-shop-dispatch-1,0.01,10.40,15882.70,0.07,13
2026-08-14T20:07:29Z,robot-shop-shipping-1,0.06,556.34,15882.70,3.5,58
2026-08-14T20:07:29Z,robot-shop-ratings-1,0.0,43.20,15882.70,0.27,7
2026-08-14T20:07:29Z,robot-shop-catalogue-1,0.01,47.21,15882.70,0.3,11
2026-08-14T20:07:29Z,robot-shop-redis-1,0.09,3.84,15882.70,0.02,5
2026-08-14T20:07:29Z,robot-shop-rabbitmq-1,0.18,147.88,15882.70,0.93,77
2026-08-14T20:07:29Z,robot-shop-mysql-1,0.05,211.28,15882.70,1.33,38
2026-08-14T20:07:29Z,robot-shop-mongodb-1,0.42,65.80,15882.70,0.41,35
2026-08-14T20:07:29Z,ids,0.11,118.42,15882.70,0.75,20
2026-08-14T20:07:29Z,ddos,0.0,8.55,15882.70,0.05,3
2026-08-14T20:07:29Z,flash,0.0,7.51,15882.70,0.05,3
2026-08-14T20:07:29Z,shop_db,0.0,32.19,15882.70,0.2,6
2026-08-14T20:07:29Z,router,0.0,2.49,15882.70,0.02,2
2026-08-14T20:07:37Z,monitor,0.26,20.18,15882.70,0.13,21
2026-08-14T20:07:37Z,robot-shop-web-1,0.0,38.37,15882.70,0.24,30
2026-08-14T20:07:37Z,robot-shop-cart-1,0.01,34.23,15882.70,0.22,11
2026-08-14T20:07:37Z,robot-shop-user-1,0.01,33.92,15882.70,0.21,11
2026-08-14T20:07:37Z,robot-shop-payment-1,0.0,47.31,15882.70,0.3,3
2026-08-14T20:07:37Z,robot-shop-dispatch-1,0.05,10.45,15882.70,0.07,13
2026-08-14T20:07:37Z,robot-shop-shipping-1,0.08,556.99,15882.70,3.51,58
2026-08-14T20:07:37Z,robot-shop-ratings-1,0.0,43.00,15882.70,0.27,7
2026-08-14T20:07:37Z,robot-shop-catalogue-1,0.01,47.55,15882.70,0.3,11
2026-08-14T20:07:37Z,robot-shop-redis-1,0.08,3.85,15882.70,0.02,5
2026-08-14T20:07:37Z,robot-shop-rabbitmq-1,0.22,147.82,15882.70,0.93,77
2026-08-14T20:07:37Z,robot-shop-mysql-1,0.04,210.80,15882.70,1.33,38
2026-08-14T20:07:37Z,robot-shop-mongodb-1,0.37,65.65,15882.70,0.41,35
2026-08-14T20:07:37Z,ids,0.13,118.42,15882.70,0.75,20
2026-08-14T20:07:37Z,ddos,0.0,8.55,15882.70,0.05,3
2026-08-14T20:07:37Z,flash,0.0,7.51,15882.70,0.05,3
2026-08-14T20:07:37Z,shop_db,0.0,32.19,15882.70,0.2,6
2026-08-14T20:07:37Z,router,0.0,2.49,15882.70,0.02,2
2026-08-14T20:07:43Z,monitor,0.03,19.76,15882.70,0.12,21
2026-08-14T20:07:43Z,robot-shop-web-1,1.65,38.11,15882.70,0.24,30
2026-08-14T20:07:43Z,robot-shop-cart-1,0.01,34.09,15882.70,0.21,11
2026-08-14T20:07:43Z,robot-shop-user-1,1.69,35.24,15882.70,0.22,11
2026-08-14T20:07:43Z,robot-shop-payment-1,1.92,48.09,15882.70,0.3,3
2026-08-14T20:07:43Z,robot-shop-dispatch-1,0.01,9.48,15882.70,0.06,13
2026-08-14T20:07:43Z,robot-shop-shipping-1,2.0,556.95,15882.70,3.51,58
2026-08-14T20:07:43Z,robot-shop-ratings-1,2.01,43.34,15882.70,0.27,7
2026-08-14T20:07:43Z,robot-shop-catalogue-1,0.01,47.60,15882.70,0.3,11
2026-08-14T20:07:43Z,robot-shop-redis-1,0.11,3.85,15882.70,0.02,5
2026-08-14T20:07:43Z,robot-shop-rabbitmq-1,0.47,147.99,15882.70,0.93,77
2026-08-14T20:07:43Z,robot-shop-mysql-1,0.11,211.03,15882.70,1.33,38
2026-08-14T20:07:43Z,robot-shop-mongodb-1,0.2,65.53,15882.70,0.41,35
2026-08-14T20:07:43Z,ids,0.14,118.19,15882.70,0.74,20
2026-08-14T20:07:43Z,ddos,0.0,8.55,15882.70,0.05,3
2026-08-14T20:07:43Z,flash,0.0,7.51,15882.70,0.05,3
2026-08-14T20:07:43Z,shop_db,0.0,32.19,15882.70,0.2,6
2026-08-14T20:07:43Z,router,0.0,2.49,15882.70,0.02,2
2026-08-14T20:07:51Z,monitor,0.05,19.32,15882.70,0.12,21
2026-08-14T20:07:51Z,robot-shop-web-1,0.0,37.52,15882.70,0.24,30
2026-08-14T20:07:51Z,robot-shop-cart-1,0.01,34.56,15882.70,0.22,11
2026-08-14T20:07:51Z,robot-shop-user-1,0.01,34.14,15882.70,0.21,11
2026-08-14T20:07:51Z,robot-shop-payment-1,0.0,47.62,15882.70,0.3,3
2026-08-14T20:07:51Z,robot-shop-dispatch-1,0.02,10.33,15882.70,0.07,13
2026-08-14T20:07:51Z,robot-shop-shipping-1,0.08,556.61,15882.70,3.5,58
2026-08-14T20:07:51Z,robot-shop-ratings-1,0.0,42.53,15882.70,0.27,7
2026-08-14T20:07:51Z,robot-shop-catalogue-1,1.72,44.56,15882.70,0.28,11
2026-08-14T20:07:51Z,robot-shop-redis-1,0.07,3.85,15882.70,0.02,5
2026-08-14T20:07:51Z,robot-shop-rabbitmq-1,0.13,147.77,15882.70,0.93,77
2026-08-14T20:07:51Z,robot-shop-mysql-1,0.04,211.03,15882.70,1.33,38
2026-08-14T20:07:51Z,robot-shop-mongodb-1,0.47,66.00,15882.70,0.42,35
2026-08-14T20:07:51Z,ids,0.15,118.19,15882.70,0.74,20
2026-08-14T20:07:51Z,ddos,0.0,8.55,15882.70,0.05,3
2026-08-14T20:07:51Z,flash,0.0,7.51,15882.70,0.05,3
2026-08-14T20:07:51Z,shop_db,0.0,32.19,15882.70,0.2,6
2026-08-14T20:07:51Z,router,0.0,2.49,15882.70,0.02,2
2026-08-14T20:07:58Z,monitor,0.15,19.71,15882.70,0.12,21
2026-08-14T20:07:58Z,robot-shop-web-1,0.0,38.47,15882.70,0.24,30
2026-08-14T20:07:58Z,robot-shop-cart-1,0.01,34.51,15882.70,0.22,11
2026-08-14T20:07:58Z,robot-shop-user-1,0.01,34.22,15882.70,0.22,11
2026-08-14T20:07:58Z,robot-shop-payment-1,0.0,47.95,15882.70,0.3,3
2026-08-14T20:07:58Z,robot-shop-dispatch-1,0.03,11.38,15882.70,0.07,13
2026-08-14T20:07:58Z,robot-shop-shipping-1,0.08,556.74,15882.70,3.51,58
2026-08-14T20:07:58Z,robot-shop-ratings-1,0.0,43.13,15882.70,0.27,7
2026-08-14T20:07:58Z,robot-shop-catalogue-1,0.01,42.88,15882.70,0.27,11
2026-08-14T20:07:58Z,robot-shop-redis-1,0.08,3.60,15882.70,0.02,5
2026-08-14T20:07:58Z,robot-shop-rabbitmq-1,0.82,148.16,15882.70,0.93,77
2026-08-14T20:07:58Z,robot-shop-mysql-1,0.04,211.27,15882.70,1.33,38
2026-08-14T20:07:58Z,robot-shop-mongodb-1,0.3,66.00,15882.70,0.42,35
2026-08-14T20:07:58Z,ids,0.12,118.19,15882.70,0.74,20
2026-08-14T20:07:58Z,ddos,0.01,8.55,15882.70,0.05,3
2026-08-14T20:07:58Z,flash,0.0,7.51,15882.70,0.05,3
2026-08-14T20:07:58Z,shop_db,0.0,32.19,15882.70,0.2,6
2026-08-14T20:07:58Z,router,0.0,2.49,15882.70,0.02,2
2026-08-14T20:08:04Z,monitor,0.09,18.62,15882.70,0.12,21
2026-08-14T20:08:04Z,robot-shop-web-1,1.71,39.13,15882.70,0.25,30
2026-08-14T20:08:04Z,robot-shop-cart-1,0.01,35.37,15882.70,0.22,11
2026-08-14T20:08:04Z,robot-shop-user-1,0.13,34.83,15882.70,0.22,11
2026-08-14T20:08:04Z,robot-shop-payment-1,0.0,47.78,15882.70,0.3,3
2026-08-14T20:08:04Z,robot-shop-dispatch-1,0.15,10.79,15882.70,0.07,13
2026-08-14T20:08:04Z,robot-shop-shipping-1,0.08,556.75,15882.70,3.51,58
2026-08-14T20:08:04Z,robot-shop-ratings-1,0.0,42.82,15882.70,0.27,7
2026-08-14T20:08:04Z,robot-shop-catalogue-1,0.15,43.33,15882.70,0.27,11
2026-08-14T20:08:04Z,robot-shop-redis-1,0.09,3.60,15882.70,0.02,5
2026-08-14T20:08:04Z,robot-shop-rabbitmq-1,0.17,147.81,15882.70,0.93,77
2026-08-14T20:08:04Z,robot-shop-mysql-1,0.04,211.27,15882.70,1.33,38
2026-08-14T20:08:04Z,robot-shop-mongodb-1,0.33,65.50,15882.70,0.41,35
2026-08-14T20:08:04Z,ids,0.13,118.19,15882.70,0.74,20
2026-08-14T20:08:04Z,ddos,0.0,8.55,15882.70,0.05,3
2026-08-14T20:08:04Z,flash,0.0,7.51,15882.70,0.05,3
2026-08-14T20:08:04Z,shop_db,0.0,32.19,15882.70,0.2,6
2026-08-14T20:08:04Z,router,0.0,2.49,15882.70,0.02,2
2026-08-14T20:08:12Z,monitor,0.04,18.76,15882.70,0.12,21
2026-08-14T20:08:12Z,robot-shop-web-1,0.0,39.04,15882.70,0.25,30
2026-08-14T20:08:12Z,robot-shop-cart-1,0.02,35.14,15882.70,0.22,11
2026-08-14T20:08:12Z,robot-shop-user-1,0.01,34.23,15882.70,0.22,11
2026-08-14T20:08:12Z,robot-shop-payment-1,0.0,46.58,15882.70,0.29,3
2026-08-14T20:08:12Z,robot-shop-dispatch-1,0.05,10.27,15882.70,0.06,13
2026-08-14T20:08:12Z,robot-shop-shipping-1,0.09,556.26,15882.70,3.5,58
2026-08-14T20:08:12Z,robot-shop-ratings-1,0.0,42.55,15882.70,0.27,7
2026-08-14T20:08:12Z,robot-shop-catalogue-1,0.01,44.61,15882.70,0.28,11
2026-08-14T20:08:12Z,robot-shop-redis-1,0.09,3.60,15882.70,0.02,5
2026-08-14T20:08:12Z,robot-shop-rabbitmq-1,0.15,149.59,15882.70,0.94,77
2026-08-14T20:08:12Z,robot-shop-mysql-1,0.06,211.25,15882.70,1.33,38
2026-08-14T20:08:12Z,robot-shop-mongodb-1,0.24,65.53,15882.70,0.41,35
2026-08-14T20:08:12Z,ids,0.13,118.19,15882.70,0.74,20
2026-08-14T20:08:12Z,ddos,0.0,8.55,15882.70,0.05,3
2026-08-14T20:08:12Z,flash,0.0,7.51,15882.70,0.05,3
2026-08-14T20:08:12Z,shop_db,0.0,32.19,15882.70,0.2,6
2026-08-14T20:08:12Z,router,0.0,2.49,15882.70,0.02,2
2026-08-14T20:08:19Z,monitor,0.21,19.09,15882.70,0.12,21
2026-08-14T20:08:19Z,robot-shop-web-1,0.0,38.79,15882.70,0.24,30
2026-08-14T20:08:19Z,robot-shop-cart-1,0.01,34.61,15882.70,0.22,11
2026-08-14T20:08:19Z,robot-shop-user-1,0.01,34.37,15882.70,0.22,11
2026-08-14T20:08:19Z,robot-shop-payment-1,0.0,47.25,15882.70,0.3,3
2026-08-14T20:08:19Z,robot-shop-dispatch-1,0.01,10.66,15882.70,0.07,13
2026-08-14T20:08:19Z,robot-shop-shipping-1,0.1,556.69,15882.70,3.51,58
2026-08-14T20:08:19Z,robot-shop-ratings-1,0.0,43.05,15882.70,0.27,7
2026-08-14T20:08:19Z,robot-shop-catalogue-1,0.01,44.06,15882.70,0.28,11
2026-08-14T20:08:19Z,robot-shop-redis-1,0.11,3.60,15882.70,0.02,5
2026-08-14T20:08:19Z,robot-shop-rabbitmq-1,0.18,148.85,15882.70,0.94,77
2026-08-14T20:08:19Z,robot-shop-mysql-1,0.04,211.00,15882.70,1.33,38
2026-08-14T20:08:19Z,robot-shop-mongodb-1,0.23,65.61,15882.70,0.41,35
2026-08-14T20:08:19Z,ids,0.13,118.19,15882.70,0.74,20
2026-08-14T20:08:19Z,ddos,0.0,8.55,15882.70,0.05,3
2026-08-14T20:08:19Z,flash,0.0,7.51,15882.70,0.05,3
2026-08-14T20:08:19Z,shop_db,0.0,32.19,15882.70,0.2,6
2026-08-14T20:08:19Z,router,0.0,2.49,15882.70,0.02,2
2026-08-14T20:08:25Z,monitor,0.13,19.36,15882.70,0.12,21
2026-08-14T20:08:25Z,robot-shop-web-1,0.0,38.73,15882.70,0.24,30
2026-08-14T20:08:25Z,robot-shop-cart-1,0.02,34.54,15882.70,0.22,11
2026-08-14T20:08:25Z,robot-shop-user-1,0.01,35.35,15882.70,0.22,11
2026-08-14T20:08:25Z,robot-shop-payment-1,0.0,47.71,15882.70,0.3,3
2026-08-14T20:08:25Z,robot-shop-dispatch-1,0.05,11.03,15882.70,0.07,13
2026-08-14T20:08:25Z,robot-shop-shipping-1,0.07,556.51,15882.70,3.5,58
2026-08-14T20:08:25Z,robot-shop-ratings-1,0.0,43.35,15882.70,0.27,7
2026-08-14T20:08:25Z,robot-shop-catalogue-1,0.01,43.81,15882.70,0.28,11
2026-08-14T20:08:25Z,robot-shop-redis-1,0.09,3.35,15882.70,0.02,5
2026-08-14T20:08:25Z,robot-shop-rabbitmq-1,0.13,148.09,15882.70,0.93,77
2026-08-14T20:08:25Z,robot-shop-mysql-1,0.05,210.77,15882.70,1.33,38
2026-08-14T20:08:25Z,robot-shop-mongodb-1,0.22,65.66,15882.70,0.41,35
2026-08-14T20:08:25Z,ids,0.14,118.68,15882.70,0.75,20
2026-08-14T20:08:25Z,ddos,0.0,8.55,15882.70,0.05,3
2026-08-14T20:08:25Z,flash,0.01,7.51,15882.70,0.05,3
2026-08-14T20:08:25Z,shop_db,0.0,32.19,15882.70,0.2,6
2026-08-14T20:08:25Z,router,0.0,2.49,15882.70,0.02,2
2026-08-14T20:08:32Z,monitor,0.02,19.21,15882.70,0.12,21
2026-08-14T20:08:32Z,robot-shop-web-1,0.0,38.45,15882.70,0.24,30
2026-08-14T20:08:32Z,robot-shop-cart-1,0.01,34.32,15882.70,0.22,11
2026-08-14T20:08:32Z,robot-shop-user-1,0.01,35.32,15882.70,0.22,11
2026-08-14T20:08:32Z,robot-shop-payment-1,0.0,47.47,15882.70,0.3,3
2026-08-14T20:08:32Z,robot-shop-dispatch-1,0.03,11.27,15882.70,0.07,13
2026-08-14T20:08:32Z,robot-shop-shipping-1,0.06,556.26,15882.70,3.5,58
2026-08-14T20:08:32Z,robot-shop-ratings-1,0.0,42.91,15882.70,0.27,7
2026-08-14T20:08:32Z,robot-shop-catalogue-1,0.02,44.73,15882.70,0.28,11
2026-08-14T20:08:32Z,robot-shop-redis-1,0.09,3.35,15882.70,0.02,5
2026-08-14T20:08:32Z,robot-shop-rabbitmq-1,0.63,148.15,15882.70,0.93,77
2026-08-14T20:08:32Z,robot-shop-mysql-1,0.05,210.52,15882.70,1.33,38
2026-08-14T20:08:32Z,robot-shop-mongodb-1,0.19,65.62,15882.70,0.41,35
2026-08-14T20:08:32Z,ids,0.14,118.68,15882.70,0.75,20
2026-08-14T20:08:32Z,ddos,0.0,8.55,15882.70,0.05,3
2026-08-14T20:08:32Z,flash,0.0,7.51,15882.70,0.05,3
